Date,Rhizome,Internode number,Internode length
26/02/2018,R1,1,8.5
26/02/2018,R1,2,8.0
26/02/2018,R1,3,8.0
26/02/2018,R1,4,7.0
26/02/2018,R1,5,5.0
26/02/2018,R1,6,6.0
26/02/2018,R1,7,6.0
26/02/2018,R1,8,8.0
26/02/2018,R1,9,7.0
26/02/2018,R1,10,9.0
26/02/2018,R1,11,5.0
26/02/2018,R1,12,26.922185473767822
26/02/2018,R2,1,12.0
26/02/2018,R2,2,13.0
26/02/2018,R2,3,12.0
26/02/2018,R2,4,12.0
26/02/2018,R2,5,15.0
26/02/2018,R2,6,11.0
26/02/2018,R2,7,10.0
26/02/2018,R2,8,10.0
26/02/2018,R2,9,17.0
26/02/2018,R2,10,17.0
26/02/2018,R2,11,14.0
26/02/2018,R2,12,14.0
26/02/2018,R2,13,16.0
26/02/2018,R2,14,20.0
26/02/2018,R2,15,21.0
26/02/2018,R2,16,18.0
26/02/2018,R2,17,17.0
26/02/2018,R2,18,11.0
26/02/2018,R2,19,11.0
26/02/2018,R2,20,11.0
26/02/2018,R2,21,10.0
26/02/2018,R2,22,23.17889998648651
26/02/2018,R3,1,17.0
26/02/2018,R3,2,14.0
26/02/2018,R3,3,17.0
26/02/2018,R3,4,10.0
26/02/2018,R3,5,11.0
26/02/2018,R3,6,9.0
26/02/2018,R3,7,7.0
26/02/2018,R3,8,29.573263001430906
26/02/2018,R3,9,31.69019361371771
26/02/2018,R3,10,18.371170641901994
26/02/2018,R3,11,16.205690938076362
26/02/2018,R4,1,9.0
26/02/2018,R4,2,7.0
26/02/2018,R4,3,6.0
26/02/2018,R4,4,6.0
26/02/2018,R4,5,4.0
26/02/2018,R4,6,4.0
26/02/2018,R4,7,23.64699386417231
26/02/2018,R4,8,17.315484710301796
26/02/2018,R4,9,16.49997192546131
26/02/2018,R5,1,17.0
26/02/2018,R5,2,19.0
26/02/2018,R5,3,20.0
26/02/2018,R5,4,21.0
26/02/2018,R5,5,19.0
26/02/2018,R5,6,16.0
26/02/2018,R5,7,14.0
26/02/2018,R5,8,10.0
26/02/2018,R5,9,16.0
26/02/2018,R5,10,20.0
26/02/2018,R5,11,18.0
26/02/2018,R5,12,16.0
26/02/2018,R5,13,9.0
26/02/2018,R5,14,13.0
26/02/2018,R5,15,20.0
26/02/2018,R5,16,24.31476701547955
26/02/2018,R5,17,27.725961126877294
26/02/2018,R5,18,17.787557793677543
26/02/2018,R5,19,22.73584793870474
26/02/2018,R6,1,15.0
26/02/2018,R6,2,14.0
26/02/2018,R6,3,10.0
26/02/2018,R6,4,10.0
26/02/2018,R6,5,7.0
26/02/2018,R6,6,8.0
26/02/2018,R6,7,9.0
26/02/2018,R6,8,8.0
26/02/2018,R6,9,9.0
26/02/2018,R6,10,11.0
26/02/2018,R6,11,9.0
26/02/2018,R6,12,8.0
26/02/2018,R6,13,7.0
26/02/2018,R6,14,9.0
26/02/2018,R6,15,5.0
26/02/2018,R6,16,8.0
26/02/2018,R6,17,8.0
26/02/2018,R6,18,26.98049501128445
26/02/2018,R7,1,20.0
26/02/2018,R7,2,22.0
26/02/2018,R7,3,12.0
26/02/2018,R7,4,15.0
26/02/2018,R7,5,19.0
26/02/2018,R7,6,21.0
26/02/2018,R7,7,11.0
26/02/2018,R7,8,15.0
26/02/2018,R7,9,12.0
26/02/2018,R7,10,22.925370213342458
26/02/2018,R8,1,8.0
26/02/2018,R8,2,9.0
26/02/2018,R8,3,7.0
26/02/2018,R8,4,5.0
26/02/2018,R8,5,4.0
26/02/2018,R8,6,5.0
